PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01Y0b,2q1rbk1/5p1p/2p2np1/3p1P2/1p1P4/3BP2P/1PQ1NP2/6RK w - - 0 24,f5g6 c8h3,727,77,100,101,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/iBRudAA1#47,
01Y2F,r3kb1r/pp1q1ppp/4p3/4Pn2/3pN3/2P4P/PP3RP1/R1BQ2K1 w kq - 0 15,f2f5 e6f5 e4d6 f8d6,1245,75,100,142,advantage hangingPiece master middlegame short,https://lichess.org/jAxvVDSP#29,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01Y7w,r2q1rk1/pppb1pbp/2n1pnp1/1BPpB3/3P4/4PN2/PP3PPP/RN1QK2R w KQ - 3 9,e1g1 c6e5 d4e5 d7b5,1470,75,86,315,advantage discoveredAttack opening short,https://lichess.org/DSv0iSi2#17,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
01YNx,rn1qkbnr/ppp1ppp1/3p3p/4N3/2B1P1b1/8/PPPP1PPP/RNBQK2R b KQkq - 1 4,g4d1 c4f7,1192,80,75,195,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/pyKwuFBH/black#8,Zukertort_Opening Zukertort_Opening_Wade_Defense
01YOL,r4r1k/ppp3pp/3bb1q1/3Q2B1/2P1N1n1/5N2/PP2P1B1/R3R1K1 w - - 8 17,d5b7 a8b8 e4d6 b8b7,2149,75,86,752,crushing middlegame short,https://lichess.org/DrmFS8hY#33,Indian_Defense Indian_Defense_Budapest_Defense
01YV3,1r3rk1/p3R2p/3p2pQ/3q4/3b4/3p4/PP3PPP/1RB4K b - - 3 22,f8f2 h6h7 g8f8 c1h6 d4g7 h7g7,1574,74,96,1839,long mate mateIn3 middlegame,https://lichess.org/UFUflidH/black#44,
01YXn,r1bq1rk1/p4pbp/5np1/4p1B1/3p4/2N5/PPPQBPPP/2R2RK1 w - - 0 14,c3e4 f6e4 g5d8 e4d2,936,96,94,1092,crushing hangingPiece middlegame short,https://lichess.org/5LNdfjMW#27,Sicilian_Defense Sicilian_Defense_Dragon_Variation
01YaK,1q3r1k/2p3p1/3pBb1p/p7/8/2N1n1P1/P1PQPP1P/K2R3R w - - 0 19,f2e3 b8b4 d2d4 f6d4,1650,75,93,264,advantage middlegame pin short,https://lichess.org/DV3MwQnY#37,
01Yc2,r4rk1/pp3pbp/6p1/4p3/4P1bP/2NPBn2/PP2KP2/R4B1R w - - 1 16,f1h3 f3g1 e2d2 g1h3,1839,74,92,2235,crushing doubleCheck middlegame short,https://lichess.org/JnSit24q#31,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
01YhI,8/pp5p/n5pk/3bR3/P6r/8/1PP5/1K1R4 w - - 0 30,d1d5 h4h1 b1a2 a6b4 a2b3 b4d5,826,91,96,866,crushing endgame fork long master,https://lichess.org/kWzOKauE#59,
01Yjm,8/3b1Npk/p7/3p3p/8/6P1/1P4KP/8 b - - 1 38,d7e6 f7g5 h7h6 g5e6,586,82,86,211,crushing endgame fork master short,https://lichess.org/N1QKKfKX/black#76,
01Ykl,r2q1rk1/5ppp/p3p1n1/1p2N2Q/3P4/2P5/P1B2PbP/2R2RK1 w - - 0 18,g1g2 g6f4 g2h1 f4h5,896,76,88,183,crushing fork middlegame short,https://lichess.org/Cnf5CVib#35,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
01Ykx,2r5/1b3pk1/2qBp1pp/4P3/1P3P2/P7/3Q2PP/4R1K1 w - - 2 43,e1c1 c6c1 d2c1 c8c1,1351,76,93,6726,crushing endgame master masterVsMaster short,https://lichess.org/z2s3zDqz#85,
01Yq1,r4rk1/1bppbppp/p1q5/1p2P3/3p1Q2/1B1P1N2/PPP2PPP/R4RK1 w - - 1 18,f3d4 c6g2,529,107,75,189,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GYulNd9V#35,Ruy_Lopez Ruy_Lopez_Bird_Variation
01YqT,3b4/3P1p2/8/1P6/2K4k/8/8/8 b - - 0 50,f7f5 c4c5 f5f4 b5b6 f4f3 b6b7 f3f2 b7b8q,1687,75,100,87,advancedPawn bishopEndgame crushing endgame promotion veryLong,https://lichess.org/LhpTb3sv/black#100,
01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1251,75,98,8588,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#71,
01YsU,3r3k/1K2bQp1/4P2p/1Pp5/2P5/r7/8/8 b - - 7 43,d8a8 b5b6 e7d6 b7c6,2674,86,86,246,advantage endgame short,https://lichess.org/3CbNxgTj/black#86,
01YyJ,2Q2rk1/p4ppp/1p3q2/3bR3/7N/P5P1/1P3P1P/4R1K1 b - - 0 23,f8c8 e5e8 c8e8 e1e8,815,80,83,53,backRankMate endgame mate mateIn2 short,https://lichess.org/DQs8jnYM/black#46,
01Z1w,r7/2p2pk1/q4np1/3PQ3/4P3/5PPp/2R2NKP/8 w - - 0 34,g2h3 a6f1 h3h4 a8h8 h4g5 h8h5 g5f4 h5e5,1607,74,97,14852,crushing endgame skewer veryLong,https://lichess.org/3goHO8hu#67,
01Z2n,r6k/6p1/p6r/1p1Qp1q1/7n/2P1NP1b/PP3R1P/3RN2K b - - 0 33,g5e3 d5a8 h8h7 a8e4 e3e4 f3e4,1406,133,84,36,crushing hangingPiece long middlegame,https://lichess.org/bM3gsjxP/black#66,
01Z4Y,2r2rk1/3b1p1p/3p3P/p2Np1q1/1p2Q3/8/PPP5/1K1R3R b - - 1 23,d7f5 e4f5 g5f5 d5e7 g8h8 e7f5,1981,75,92,6114,attraction crushing fork long middlegame sacrifice,https://lichess.org/lewmaBBy/black#46,
01Z93,1r3rk1/1pp2pp1/p4q2/5b2/1P1R1P2/P1N4P/5QP1/4R2K b - - 8 29,b8d8 c3d5 d8d5 d4d5,1797,75,93,5788,crushing middlegame short,https://lichess.org/vqLvNigt/black#58,
01Z9a,8/1p6/p3k3/6pp/5n2/P7/1P3K2/5R2 w - - 2 44,f1c1 f4d3 f2e2 d3c1,881,89,81,75,crushing endgame fork short,https://lichess.org/G0KZMdbm#87,
01ZAj,5rk1/1p4pp/4p3/Q2pPn2/8/P7/1PB2qPP/1R5K w - - 1 26,c2d3 f5e3,1731,87,65,31,crushing endgame oneMove,https://lichess.org/b2qe9TmQ#51,
01ZIb,r3r2k/pp1qbp1R/3p4/2p1p1Q1/4P3/P1NP1PP1/1PP3K1/R7 b - - 0 22,h8h7 a1h1 d7h3 h1h3,1285,80,74,63,mate mateIn2 middlegame short,https://lichess.org/pa5KJUMN/black#44,
01ZfK,2kr3r/pp1nqpb1/2P2n2/7p/2B3b1/2N1B1Q1/PPP2PPP/R4RK1 b - - 0 14,b7c6 c4a6,1054,142,100,27,mate mateIn1 middlegame oneMove,https://lichess.org/y4oBLt9G/black#28,Pirc_Defense Pirc_Defense_Other_variations
01Zgj,r4r2/2p2pk1/p5p1/np2Pb1Q/5q2/1P4R1/P1B2PPP/R5K1 w - - 0 28,c2f5 f4g3 h2g3 g6h5,1835,76,94,12411,crushing middlegame short,https://lichess.org/N8PFXdlS#55,
01ZiW,8/8/R7/5k2/3r3p/6pP/6P1/6K1 w - - 4 70,a6a7 d4d1,400,102,85,189,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/mfROm9c6#139,
01Zna,5k2/3R4/3P2K1/2p3P1/1p1r4/8/8/8 b - - 0 57,c5c4 d7d8,1440,84,77,568,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/Kji5pGgl/black#114,
01ZpR,2rq1rk1/1p3ppp/p4b2/n6b/3Pp3/P3BN1P/1P2BPP1/2RQ1RK1 w - - 0 18,f3d2 c8c1 d1c1 h5e2,1544,78,88,93,crushing opening short,https://lichess.org/DHFroHMk#35,Russian_Game Russian_Game_Classical_Attack
01ZrS,3R4/1br1npp1/1p2p1k1/p3P1pN/P1B3P1/1P5P/5P2/6K1 b - - 2 31,e7c6 c4d3 f7f5 e5f6 g6f7 d8h8,2788,109,89,638,advantage defensiveMove discoveredAttack enPassant endgame long,https://lichess.org/jv7NukFp/black#62,
01Zrc,3r3k/1b3p1p/4n3/pp2N1Pp/8/3P2R1/PP4B1/6K1 b - - 4 34,b7g2 e5f7 h8g7 f7d8,1012,84,94,480,crushing endgame fork short,https://lichess.org/bdiqU2k1/black#68,
01a5v,4r2k/R7/1p6/5ppp/3P1P1K/4P3/PP2QPq1/2R5 w - - 0 32,f4g5 g2h2,1880,83,83,691,endgame mate mateIn1 oneMove,https://lichess.org/NLOK8h0L#63,
01a8M,8/p2R1pkp/1p1R4/8/4PP1K/2r3rP/P7/8 w - - 13 34,d7a7 g3h3 h4g5 c3g3 g5f5 h3h5,1213,81,91,1281,endgame long mate mateIn3 rookEndgame,https://lichess.org/JuRsjYiE#67,
01aBw,5k1r/R5p1/b4n1p/5P1q/5B2/P2p4/6PP/4Q1K1 b - - 0 26,a6b5 e1e7 f8g8 e7g7,1690,75,88,389,mate mateIn2 middlegame short,https://lichess.org/heBgVFGc/black#52,
01aC9,1r2q1k1/b1p2p1p/p4p2/2Pp1b2/2nP4/P1N2PP1/1B1Q2BP/5RK1 w - - 0 25,d2f4 b8b2 f4f5 b2g2,2343,86,89,1209,crushing hangingPiece middlegame short,https://lichess.org/iY0xf1rb#49,
01aGC,3Q3k/6pp/8/2p1q3/P3p3/3p3P/1rr2PP1/1R3RK1 b - - 3 29,e5e8 d8e8,520,86,60,67,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/czq7d70n/black#58,
01aGP,r3r1k1/1pp1qppp/p1nb1n2/3p3b/8/1P1PPN1P/PBPNBPP1/R2Q1RK1 w - - 5 12,f3d4 e7e5 g2g3 h5e2 d4e2 e5b2,2255,80,76,60,advantage long middlegame,https://lichess.org/xcIyOKTR#23,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
01aGQ,1Q4k1/p7/2q4p/1p4p1/4R3/2P3P1/r6P/6K1 b - - 1 36,g8g7 e4e7 g7g6 b8g8 g6h5 g8f7 h5g4 h2h3 g4g3 e7e3 g3h4 f7a2,2269,78,91,911,crushing endgame fork veryLong,https://lichess.org/nT9AptbY/black#72,
01aI3,r1q1r1k1/1b1p1p1p/p1nBp1p1/1p4P1/4B2P/2PQ2P1/P1P5/R4RK1 b - - 0 19,c6e7 d3f3 e7f5 e4b7,1977,75,90,1603,crushing middlegame short,https://lichess.org/RDPtH98N/black#38,Sicilian_Defense Sicilian_Defense_Pin_Variation
01aJJ,8/8/1p6/1P3kp1/7p/4KP1P/5P2/8 w - - 0 34,e3d4 f5f4 d4d5 f4f3 d5c6 g5g4,1736,75,95,2096,crushing endgame long pawnEndgame,https://lichess.org/ETo335jG#67,
01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1499,82,88,108,endgame long mate mateIn3 sacrifice,https://lichess.org/Y9TYZm8S/black#68,
01aSR,8/1p2qkpQ/p2p1r1p/3Pp3/7P/3R4/PPr2P2/5RK1 b - - 1 26,f6g6 d3g3 e7f6 h4h5 g6g5 h7c2,1758,283,-11,13,crushing defensiveMove endgame long,https://lichess.org/yIYhwNlU/black#52,
01aTs,2r5/p3n2k/3Q2pp/4pp2/2Bb1P1q/8/P5PP/R4R1K b - - 2 26,c8c4 g2g3 e7c8 d6d4 c4d4 g3h4,2303,95,89,685,advantage long middlegame,https://lichess.org/ouBpWsTh/black#52,
01aXE,b4rk1/p4p2/2q4p/2p5/2Pb2p1/PR3PP1/1PQ3KP/2B1R3 w - - 0 31,c2e4 g4f3 b3f3 c6e4 e1e4 a8e4,1558,75,96,1949,crushing long middlegame pin,https://lichess.org/eY7ivAoZ#61,
01abk,8/6pp/2p2p2/7P/1k6/p2K4/B4P2/8 w - - 1 42,d3d4 g7g5 h5g6 h7g6 d4d3 g6g5 d3c2 f6f5,2704,86,87,78,bishopEndgame crushing defensiveMove endgame quietMove veryLong,https://lichess.org/2CRW7uvj#83,
01acW,2kr4/ppp4p/6p1/5p2/1bPrp3/1P1P3P/P1B1KPP1/3R3R w - - 0 19,d3e4 d4d2 d1d2 d8d2 e2f3 d2c2,1587,74,97,6389,crushing endgame fork long,https://lichess.org/VpsvXcpI#37,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation
01akv,7r/p1Q2k1p/1p4p1/2pq1r2/3p4/2PP4/PP3P1P/4RRK1 b - - 4 24,f7f6 c7e7,993,90,95,1669,endgame mate mateIn1 oneMove,https://lichess.org/ebzMkU8Q/black#48,
01awh,3r3k/pQ2b1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN w - - 0 27,b7e7 d8d1 b1c2 f4c1,1192,81,93,3675,fork mate mateIn2 middlegame short,https://lichess.org/vReSWTIq#53,
01axW,r5k1/4rpp1/p2b1R2/1ppPq1N1/8/2NQ3P/PP6/5RK1 b - - 0 24,g7f6 d3h7 g8f8 h7h8,1019,80,81,63,mate mateIn2 middlegame short,https://lichess.org/LrYBJ11m/black#48,
01ayA,r3r1k1/p4ppp/2p5/3p4/3bbPP1/2N4q/PPPQ3N/4RRK1 w - - 2 22,d2d4 h3g2,1034,98,81,50,mate mateIn1 middlegame oneMove,https://lichess.org/w6R9zYaz#43,
01b3S,r2q1r1k/4b1p1/p3b2p/4B1pQ/2p1P3/1P1p3P/P2P1P2/2KR2R1 b - - 0 22,c4b3 h5h6 h8g8 h6g7,1411,75,90,1042,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/wBiesuqt/black#44,
01bFK,5k2/8/p2p3K/2p3pP/P1PpP1P1/3P4/1b6/8 b - - 0 52,d6d5 e4d5 b2c1 h6g6,1762,76,87,290,bishopEndgame crushing endgame short,https://lichess.org/wsgR6AfE/black#104,
01bPd,2r2rk1/p2q2pp/1p2p1n1/3pP1N1/1P3P2/P3Q3/2R3PP/2R3K1 b - - 0 24,g6f4 c2c8 f4e2 e3e2,1036,76,68,385,crushing middlegame short,https://lichess.org/bOZ1gEes/black#48,
01bQH,4k3/3r2pp/3P1p2/2PK1P2/1P6/7P/8/8 b - - 2 38,e8d8 c5c6 d7a7 b4b5 a7a5 d5c4 a5a2 b5b6,2826,97,88,127,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/8yfQlfqF/black#76,
01bS3,3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20,c5a6 h5g3 h1g1 h6e3,1634,98,70,21,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/7WR956me#39,
01bSB,8/8/p7/k1Q5/2K5/8/8/7q b - - 1 52,a5a4 c5b4,943,78,89,874,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/81CUVIR4/black#104,
01bWU,8/4kp2/7p/p2Pp1pP/2p3P1/5K2/PP3P2/8 b - - 2 45,e7d6 f3e4 a5a4 a2a3 f7f6 e4f5 d6d5 f5g6 d5d4 g6h6,2747,90,78,146,advantage endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/aUFPa2OM/black#90,
01bbw,4R3/8/2n3pp/pp6/1k6/1P1P3P/P3KP2/8 w - - 6 50,e8e6 c6d4 e2e3 d4e6,659,96,82,152,crushing endgame fork short,https://lichess.org/sDSfDAKO#99,
01bgV,r3r1k1/3b1p2/pp1q2pp/8/4B3/1NP4P/PP4PK/RQB5 w - - 1 32,g2g3 d6e7 c1h6 e7e4 b1e4 e8e4,2660,88,85,68,advantage long middlegame,https://lichess.org/5sut7pQP#63,
01bhX,r4rk1/p1p1bppp/2pp4/8/7q/1P2B1P1/P1PQ1P1P/3RR1K1 b - - 0 16,h4f6 e3d4 f6g5 f2f4,1927,76,72,279,advantage middlegame short,https://lichess.org/wPJxdbSJ/black#32,Four_Knights_Game Four_Knights_Game_Spanish_Variation
01bhr,8/R1R2ppk/3qp1bp/pB6/P7/4P2P/5QPK/3r4 w - - 11 34,f2g3 d1h1 h2h1 d6g3,1096,81,78,218,advantage deflection middlegame short,https://lichess.org/Udi1oVk2#67,
01bkF,8/p1q3k1/6r1/3ppR2/7Q/7P/P5PK/8 w - - 6 54,f5g5 e5e4 h4g3 c7g3,1271,77,93,361,crushing discoveredAttack endgame master short,https://lichess.org/xQUIn6nX#107,
01blK,8/p1P5/3p2k1/P1Pq1p1p/1P3Q1P/6P1/5RK1/1r6 w - - 3 45,g2h2 b1h1,883,85,58,150,endgame mate mateIn1 oneMove,https://lichess.org/gUVg1MDR#89,
01bwq,r1b2k1r/pppq1ppp/1n6/1B1PQ1B1/8/2P5/P4PPP/R3K2R b KQ - 2 15,d7d6 e5e8,1321,75,97,8710,mate mateIn1 middlegame oneMove,https://lichess.org/uePe07RD/black#30,French_Defense French_Defense_Chigorin_Variation
01bxA,5rk1/p5pp/8/6N1/2Q5/8/Pq3P1P/1b3RK1 b - - 3 30,g8h8 g5f7 h8g8 f7h6 g8h8 c4g8 f8g8 h6f7,1656,81,76,859,doubleCheck endgame mate mateIn4 sacrifice smotheredMate veryLong,https://lichess.org/wWcUqm1E/black#60,
01bzQ,8/pQ3pkp/4r3/2BNb1p1/8/6q1/P5P1/1R3K2 w - - 1 34,b1b3 g3g4 d5e3 e5g3,2289,107,81,19,advantage clearance defensiveMove middlegame short,https://lichess.org/6NmQ4eBI#67,
01bzW,5r1k/6p1/2BR3p/1Nn5/p7/P4PPn/1P2r2P/3R2K1 w - - 1 33,g1h1 h3f2 h1g1 f2d1,979,75,96,1762,advantage fork master middlegame short,https://lichess.org/sOzJkv67#65,
01c1h,4r1k1/QP2pq2/3p2r1/3N4/4P3/8/P4p1P/1R3R1K w - - 2 30,b7b8q f7f3,1444,91,66,773,mate mateIn1 middlegame oneMove,https://lichess.org/HZh6fMAQ#59,
01c49,4r2k/ppp5/6p1/3Bn1Np/3B1r2/3P4/PPP1K3/R7 w - - 0 29,d4e5 e8e5 d5e4 e5g5,1046,76,84,415,crushing endgame fork master short,https://lichess.org/4r3yTJAt#57,
01cFH,8/8/p7/5p1P/4p3/4k3/6P1/3K4 b - - 0 42,e3f4 h5h6 f4e5 h6h7,728,100,91,296,advancedPawn crushing endgame pawnEndgame short,https://lichess.org/Z0vlgtwT/black#84,
01cMm,8/2Q5/3r2p1/p5k1/P4pB1/1P4qP/6P1/7K b - - 6 53,d6d2 c7a5 g5h6 a5d2,2107,77,82,600,crushing endgame fork short,https://lichess.org/ck6pOlRD/black#106,
01cUP,3r2nr/p1p1kpp1/Qp5p/2b3q1/8/2N5/PP3PPP/R3R1K1 b - - 1 20,e7f6 c3e4 f6g6 e4g5,997,86,95,721,advantage fork middlegame short,https://lichess.org/J0cShPYb/black#40,
01cXb,7k/6p1/5r1p/4p3/1qpp4/5PP1/Q3P1KP/1R6 b - - 1 31,b4c3 a2a8 h8h7 a8e4 f6g6 b1b6 c3c2 e4c2,2253,82,84,51,crushing endgame pin veryLong,https://lichess.org/aAqPmCAF/black#62,
01chU,1N4k1/7p/PR1n2r1/1b6/1P3R2/3p3r/1P4P1/4N1K1 w - - 0 45,e1d3 h3d3 a6a7 d3d1,1748,197,100,13,equality hangingPiece middlegame short,https://lichess.org/sEbtzZxR#89,
01ciN,8/1b4k1/3P1qpp/2Q5/8/5P2/6PK/8 b - - 4 41,f6e6 c5c7 g7f6 d6d7 e6d7 c7d7,1695,78,76,44,advancedPawn crushing endgame fork long,https://lichess.org/jYh4O3xf/black#82,
01clX,8/8/2p2k2/1p2rp2/p2R2pP/P1P3P1/5PK1/8 b - - 2 47,e5d5 d4d5 c6d5 g2f1,2438,89,82,314,crushing defensiveMove endgame rookEndgame short,https://lichess.org/SEvRZOSC/black#94,
01cmV,2rqr1k1/1b2bp1p/p3p1pQ/4P3/1p2N3/8/PPB2PPP/2R2RK1 b - - 2 22,c8c2 e4f6 e7f6 e5f6 d8f6 c1c2,1892,75,93,2322,advantage fork long middlegame,https://lichess.org/VJKWlbR4/black#44,
01cpv,r2q1rk1/ppp1bppp/3p1nb1/8/2PpP1PN/P2P3P/1P2BP2/RN1Q1RK1 b - - 1 12,f6e4 h4g6 f7g6 d3e4,1560,77,82,72,advantage intermezzo opening short,https://lichess.org/UOdB3Yaf/black#24,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
01ctt,8/ppp1kpp1/3b3p/3pn2b/3P1B2/2P4P/PPBN1PP1/5K2 b - - 0 23,e5g6 f4d6 e7d6 g2g4 g6f4 g4h5,1614,74,96,7762,crushing endgame long trappedPiece,https://lichess.org/PpkgBgMQ/black#46,
01d0S,5R2/1pQ3pk/1p1p3p/4q3/3pP3/3P3P/1PP3P1/r5K1 w - - 1 23,g1f2 e5g5 f8h8 h7h8 c7c8 h8h7,1965,75,91,903,crushing endgame long,https://lichess.org/QKS4eZ7Q#45,
01d2J,r3r1k1/pp4pp/2pq4/3nNQ1b/3P4/4pP1P/PP2P1B1/1K1R3R b - - 0 19,g7g6 f5f7 g8h8 f7e8 a8e8 e5f7 h8g7 f7d6,1656,74,95,16949,clearance crushing fork middlegame sacrifice veryLong,https://lichess.org/CklaH1ip/black#38,Grob_Opening Grob_Opening_Grob_Gambit
01d9E,2bR2k1/2q3pp/5p2/1pb1pN2/2p1P1Q1/2P3P1/1P3PBP/6K1 b - - 0 29,c7d8 g4g7,760,78,100,181,endgame kingsideAttack master mate mateIn1 oneMove,https://lichess.org/jmAsmhU1/black#58,
01dAN,2r3k1/1b4pp/4p3/1qPpPp2/1P6/4PNP1/1Q5P/R5K1 b - - 0 24,c8c5 a1a5 b5b6 a5c5,1843,76,84,67,crushing endgame short skewer,https://lichess.org/fApnExmW/black#48,
01dGR,6k1/1p3p2/2p1bQP1/p3Pp2/2P5/1P6/3q1PK1/8 b - - 0 53,d2h6 g6f7 e6f7 f6h6,1568,74,94,1623,advancedPawn crushing discoveredAttack endgame master short,https://lichess.org/ML6wpo8T/black#106,
01dKr,1Q1k3r/5p2/2r1p3/3pP2q/6p1/3B2P1/2P4n/5R1K b - - 2 35,c6c8 b8d6 d8e8 d3b5 c8c6 b5c6,1467,76,90,3962,exposedKing long mate mateIn3 middlegame,https://lichess.org/xCPIW9r6/black#70,
01dLk,r2qr1k1/pbp2ppp/1pn2n2/8/3PN3/5NP1/PP2QPBP/R3R1K1 b - - 2 13,c6d4 e4f6 g7f6 e2e8 d8e8 e1e8 a8e8 f3d4,1511,75,92,6589,crushing discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/57RP5sCb/black#26,Queens_Indian_Defense Queens_Indian_Defense_Capablanca_Variation
01dME,5r1k/p1q3pp/b1p2b2/2p1Np2/2P1P3/5P2/PQ4PP/1R1R2K1 w - - 1 25,d1d7 c7e5 b2e5 f6e5,1695,75,78,539,advantage middlegame short,https://lichess.org/gqzLbtPb#49,
01dU7,6k1/5p1p/Q3p3/1p3q2/3r3P/P5P1/5P2/4R1K1 b - - 0 37,d4d2 a6c8 g8g7 c8c3 f5f6 c3d2,1211,76,91,1959,crushing endgame fork long,https://lichess.org/C2Ab5lsj/black#74,
01dX4,3rr3/4qpk1/5np1/p2p4/3Q4/P1P5/2B2R1P/3R3K b - - 0 29,e7e6 d1f1 d8d6 f2f6 e6f6 f1f6,1910,78,80,73,advantage long middlegame quietMove,https://lichess.org/IWu7R4jW/black#58,
01dcK,5rk1/pp1nrppp/2p5/q2p3n/2PP4/1P2PR1P/P1QN2P1/1N2R1K1 b - - 0 22,d5c4 f3f5 a5d8 f5h5,1984,78,92,1708,advantage interference middlegame short,https://lichess.org/7TYQP4n6/black#44,
01ddN,8/1R5R/5bk1/8/1Br4P/4r1PK/8/8 b - - 2 43,c4b4 h4h5 g6f5 b7b4,1401,81,87,35,crushing endgame intermezzo short,https://lichess.org/QomdO44o/black#86,
01dfQ,r1bq1r1k/1pp3p1/p1np3B/2b4Q/4p3/P2P3P/BPP2PPN/R4RK1 b - - 0 15,g7h6 h5h6,480,86,86,130,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/wiKx3qJi/black#30,Three_Knights_Opening Three_Knights_Opening_Other_variations
01djT,r1bq1rk1/p1p2pp1/2pp1n1p/2b5/4P2B/2NB4/PPP2PPP/R2Q1RK1 b - - 1 10,c8g4 h4f6 g4d1 f6d8,1557,136,-9,14,advantage middlegame short,https://lichess.org/wsDVb47b/black#20,Scotch_Game Scotch_Game_Schmidt_Variation
01dm7,r2k3r/1bpp1Qpn/p1n4p/1pb1P3/3N3q/1B5P/PPP2PP1/RNB1R1K1 w - - 1 14,e5e6 c6e7 f7f4 h4f4 c1f4 c5d4,2706,93,91,1801,advantage capturingDefender long middlegame quietMove,https://lichess.org/x7l8hJvH#27,Ruy_Lopez Ruy_Lopez_Other_variations
01dmM,2r2rk1/pp1n1pp1/2p4p/2P5/2qPQ2B/4P3/5PPP/RR4K1 w - - 4 23,b1b7 d7c5 e4e7 c5b7,1700,79,81,226,crushing middlegame short,https://lichess.org/MEodmBZZ#45,
01do1,5rk1/n2P3p/1p2p1pQ/pP3p2/q3p1N1/8/5PPP/5RK1 b - - 0 34,f5g4 h6f8 g8f8 d7d8q,1071,80,91,1377,advancedPawn attraction crushing endgame promotion short,https://lichess.org/UowkfW4v/black#68,
01dqX,2r5/p3kp2/1n1bpNp1/1PRp2P1/3P1P2/2PK4/8/2B5 w - - 1 45,c1a3 d6c5 a3c5 e7d8,1805,75,77,69,advantage endgame master short,https://lichess.org/1VD7zcxz#89,
01dsW,2R2bk1/7p/6p1/3p1p2/1r1Bp3/4P1P1/5PKP/8 b - - 1 36,g8f7 c8f8 f7f8 d4c5 f8f7 c5b4,1591,76,83,232,advantage attraction endgame fork long sacrifice,https://lichess.org/fJOJ9Qw4/black#72,
01e0v,1k1r1r2/2p5/pp3p2/3qn1pp/B4n2/1RQ2N2/PP3B2/5R1K b - - 1 35,g5g4 f2b6 c7b6 b3b6,2011,77,95,1144,advantage middlegame queensideAttack short,https://lichess.org/Tknnokbi/black#70,
01e5j,Q4rk1/5ppp/4p3/1R1p4/2q5/8/P5PP/1R5K b - - 0 23,c4b5 a8f8 g8f8 b1b5,1297,76,82,950,crushing endgame intermezzo short,https://lichess.org/MuXVKVOI/black#46,
01e8p,8/8/8/1P6/1rP3kp/p7/P1R3K1/8 w - - 3 52,g2h1 b4b1 h1h2 b1b2 c2g2 g4f3,2199,78,91,58,crushing endgame long rookEndgame,https://lichess.org/3iPUzA6r#103,
01e9g,8/7p/1p4p1/p1kp1pP1/P4P1P/1PPK4/8/8 b - - 0 32,c5c6 d3d4 c6d6 c3c4 d5c4 b3c4 d6c6 d4e5 c6c5 e5f6 c5c4 f6g7,2371,88,90,216,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/q6CYyMnO/black#64,
01eC5,r4rk1/4q1p1/p1np3p/1p3p2/2b1p3/1B5N/P1PQ1PPP/R2R2K1 b - - 1 20,a8d8 b3c4 b5c4 d2d5 g8h7 d5c6,1530,168,12,17,advantage fork long middlegame,https://lichess.org/0damdSJT/black#40,
01eIm,3rn1k1/p4pbp/1p2p1p1/q1r1P3/2P5/1R3BP1/P1Q1RP1P/B5K1 b - - 3 23,g7e5 e2e5 c5e5 a1c3 a5c5 b3b5 c5c4 b5e5 d8d3 e5e3 d3e3 f2e3,2188,75,81,163,middlegame,https://lichess.org/medu7ImI/black#46,
01eK0,8/7k/6p1/R6p/P2b4/1b3P1P/6P1/6K1 w - - 2 37,g1f1 b3c4 f1e1 d4c3 e1f2 c3a5,972,79,90,151,crushing endgame fork long,https://lichess.org/umgeIwTg#73,
