PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
1gpcE,1r1r3k/1q4p1/5b1p/4p2P/4n3/1B2B3/PP4Q1/1KR3R1 b - - 3 33,e4d2 e3d2 b7g2 g1g2,1106,76,86,294,crushing middlegame short,https://lichess.org/RvoTlu8S/black#66,
1gpew,2r3k1/p1q2pbp/3Bp1p1/4P3/5P2/2p2QP1/P1Pr3P/1R2R2K b - - 3 26,c7c6 f3c6 c8c6 b1b8,876,85,92,1609,crushing middlegame short,https://lichess.org/2TQITjtR/black#52,
1gphc,8/2B5/8/5p1K/4kn2/7P/8/8 w - - 0 58,h5g5 f4e6 g5g6 e6c7,1902,76,87,684,crushing endgame fork master short,https://lichess.org/EK69wCQP#115,
1gpiV,8/6kp/4P1p1/p2Q4/1q6/6P1/P5K1/8 b - - 0 45,h7h5 d5d7 g7h6 e6e7,1185,76,95,1116,advancedPawn crushing endgame queenEndgame short,https://lichess.org/k2BYzLNs/black#90,
1gplN,1k2r2r/1Pp4p/p2q1pp1/8/N2N2n1/PP1Q4/1B3PPP/2R3K1 w - - 1 29,a4c5 d6h2 g1f1 h2h1,1066,80,85,420,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7ujg4NUx#57,
1gpmv,r4Bk1/5p2/1PP1p3/p5pp/P4n2/5PKn/B4P1P/R2R4 w - - 0 31,b6b7 h5h4 g3g4 f7f5,1881,75,87,394,mate mateIn2 middlegame short,https://lichess.org/iiUXzFfY#61,
1gpnL,2kr3r/2pnq1pp/P1b5/2b2p2/8/1Q2p3/PP1NBPPP/RNB2RK1 w - - 1 17,a6a7 e3f2 g1h1 e7e2,2246,76,92,2556,advancedPawn advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/fu5c7PwG#33,Russian_Game Russian_Game_Cozio_Attack
1gpxn,2r1r3/ppqk1Np1/2b5/7p/P1BPnb2/BP5P/3P1RP1/R2Q3K w - - 1 27,f7e5 c7e5 d4e5 e4f2 h1g1 f2d1,2245,80,80,91,advantage fork long middlegame,https://lichess.org/wqNCvwKO#53,
1gq1o,8/1pk5/p1p5/P2pn3/1P5R/8/4K3/8 w - - 8 47,e2d2 e5f3 d2e2 f3h4,719,81,93,85,crushing endgame fork master short,https://lichess.org/SiV61Mgj#93,
1gq3D,rn2kb1r/pp3p1p/2p1pB2/5b2/2B3q1/8/PPP1QPPP/2KR2NR b kq - 0 12,g4e2 d1d8,1170,83,83,72,mate mateIn1 oneMove opening,https://lichess.org/W3g21SKb/black#24,Scandinavian_Defense Scandinavian_Defense_Main_Line
1gq4D,2kr3r/ppp2ppp/2nbpn2/5q1b/1P6/P1NPBN1P/2P1BPP1/R2Q1RK1 w - - 3 12,c3b5 f5b5 c2c4 b5f5,1733,77,57,77,advantage hangingPiece middlegame short,https://lichess.org/HggHf1UR#23,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
1gq5h,5rk1/ppqb2pp/2p2n2/3pr3/3Pn3/2PB4/PPQ3PP/R1B2RK1 w - - 0 17,d4e5 c7b6 c1e3 b6e3,1690,75,83,601,advantage kingsideAttack middlegame short,https://lichess.org/f6ZlAgZ6#33,French_Defense French_Defense_Knight_Variation
1gq67,6k1/pb3rpp/1p1pN1q1/3P1p2/2P3r1/4P1Pn/PBQ2P1P/R4RK1 w - - 5 25,g1h1 g6e6 f2f3 e6c8,2430,178,50,10,advantage middlegame pin short,https://lichess.org/R0qRrfSe#49,
1gq7I,r4rk1/1b3pn1/p3pq2/1p1p3Q/3P1P2/6R1/PP4PP/R1B4K b - - 0 23,f6f5 h5h6 f5h7 h6f6 a8c8 f4f5,2324,130,65,17,crushing long middlegame,https://lichess.org/nta3dMMg/black#46,
1gq7g,5k1r/1bq2pNp/pN3n2/2b1n3/4P3/1P2BP2/P2QB1PP/3R2K1 w - - 1 21,d2d8 c7d8 e3c5 f8g7 d1d8 h8d8,1191,75,84,129,advantage long middlegame,https://lichess.org/02OhTw7O#41,
1gq8x,r4rk1/2q2ppp/8/1p2p3/2b1Q3/2PB4/1P3PPP/R4RK1 b - - 1 22,a8b8 e4h7,572,83,85,247,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/G8Ue2ig1/black#44,
1gqJA,r5k1/p4ppp/2p1p3/2q5/2P5/5Q2/PP2r1PP/5R1K b - - 1 28,c5c4 f3f7 g8h8 f7f8 a8f8 f1f8,1093,78,88,378,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/pajSIXIi/black#56,
1gqJP,8/8/p4p2/1p1k1p1p/4p3/PPPK1PP1/7P/8 w - - 0 47,f3e4 f5e4 d3e3 f6f5,2389,76,70,79,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/jCN75beY#93,
1gqMl,3Q1k2/5P2/3rPK2/8/6p1/6P1/6P1/8 b - - 0 63,d6d8 e6e7,494,92,100,53,advancedPawn endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/2VlxifYN/black#126,
1gqMr,r1b3k1/p4rp1/2NP4/2p2qnp/5P1P/2P3P1/PP1N3K/R2Q1R2 w - - 1 21,c6e7 f7e7 h4g5 f5h3 h2g1 h3g3,1225,75,90,973,advantage deflection long middlegame,https://lichess.org/crhYSngJ#41,
1gqOK,8/8/p5p1/1p1R1nPp/5P2/P1kp1K2/8/8 b - - 1 69,f5d4 f3e4 d4f5 d5d3,2384,78,95,225,advantage defensiveMove endgame master masterVsMaster short,https://lichess.org/FZFaLcnm/black#138,
1gqQT,6k1/5p1p/2p1b1p1/1pPp1p2/1B1Q1P2/2P1PRKP/6P1/qr6 b - - 17 37,b1b2 c3c4 b2g2 g3g2 a1d4 e3d4,1649,76,60,478,advantage endgame long,https://lichess.org/VOy6YDkO/black#74,
1gqSF,bk3bnr/p2rq3/4pp2/1P1p2pp/4P3/Q1NPBN2/2P2PPP/R4RK1 w - - 0 18,e4d5 e7a3 a1a3 f8a3,1443,76,82,378,advantage middlegame short,https://lichess.org/dTao3ndJ#35,Owen_Defense Owen_Defense_Other_variations
1gqpf,7k/1p4pp/3q4/p1p5/PnBp4/1P3Q1P/5P2/5K2 b - - 3 33,b7b6 f3a8 d6b8 a8b8,1228,75,100,1383,backRankMate endgame mate mateIn2 short,https://lichess.org/frXQTygW/black#66,
1gqwN,8/7p/p2kBnp1/3P4/PP4P1/3K4/8/8 b - - 2 43,f6d5 e6d5 d6d5 g4g5,2202,74,95,7238,crushing defensiveMove endgame short,https://lichess.org/Pe56khLV/black#86,
1gqy8,8/3b1Qpk/r2P2rp/1p2N1q1/1P6/P6P/5PP1/R3R2K w - - 1 30,e5d7 g5g2,1011,134,62,44,mate mateIn1 middlegame oneMove,https://lichess.org/JtBtcMRq#59,
1gr3F,r4rk1/1p1bq1p1/1nn1p3/pN1p2P1/P2P1p2/1P3N2/2PQ1PB1/R3R1K1 w - - 0 21,g2h3 e6e5 h3g2 e5e4,1736,74,90,2309,crushing master middlegame short,https://lichess.org/OPDMDwqR#41,
1grBn,8/5p2/4p2p/p3k1p1/2B1N3/1P2K1PP/r4P2/8 b - - 5 48,f7f5 f2f4 g5f4 g3f4,1331,76,93,788,endgame mate mateIn2 short,https://lichess.org/OyDCz7wG/black#96,
1grFL,5r1k/pp4rp/2b2N1q/4P3/4p1Q1/1P2P3/P4PPP/R4RK1 w - - 1 24,g4h5 f8f6 h5h6 f6h6,1771,74,91,1012,advantage master middlegame short,https://lichess.org/kQWQi45U#47,
1grJz,1k6/5Q2/4p1p1/p2pP1P1/3P4/np2P3/1P1B4/Kq3R2 w - - 7 44,f1b1 a3c2,897,76,97,693,endgame master mate mateIn1 oneMove,https://lichess.org/byVAg1gi#87,
1grQF,1r3kr1/5p2/p1B1pp1p/4q3/NP1b3P/P4QP1/5P2/3R1K2 b - - 2 29,f8g7 f3g4 g7h8 g4d4,1445,74,91,3900,advantage master middlegame short,https://lichess.org/iHlV8KbG/black#58,
1grSF,8/5pk1/6p1/P7/3P4/2P4p/6r1/KR6 w - - 0 42,b1h1 h3h2 h1h2 g2h2,1174,86,52,73,endgame master,https://lichess.org/rN5JACkX#83,
1grYA,6r1/3R2pk/5p1p/3B1P2/1p1N4/p6P/P4qPK/8 b - - 5 43,f2d4 d5g8 h7g8 d7d4,998,78,82,120,crushing discoveredAttack endgame short,https://lichess.org/042by5Ri/black#86,
1grYt,3R3r/p3kp2/1p5p/4P3/P4PR1/4n3/6PP/2r2BK1 w - - 5 32,d8h8 c1f1,657,87,86,192,endgame mate mateIn1 oneMove,https://lichess.org/1mhTVCg1#63,
1graz,8/p3kP2/1p6/3B3P/3p4/3P1p2/PP5p/6bK w - - 0 37,h5h6 f3f2 d5g2 e7f7 h6h7 f7g7 h7h8q g7h8,1295,75,77,173,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/klkh9rRu#73,
1grg7,4rb1k/3b2pp/3p1p2/3Bn3/p1N1PN1Q/8/Pq1r2PP/4RR1K b - - 3 33,e5c4 f4g6,1078,92,86,41,master mate mateIn1 middlegame oneMove pin,https://lichess.org/AXUsK3ql/black#66,
1grj8,5r1k/PQ4p1/8/6p1/1P1q4/6P1/5R1r/2R3K1 b - - 3 37,f8f2 a7a8q f2f8 g1h2 f8a8 b7a8,1746,74,92,2553,advancedPawn crushing deflection endgame long promotion,https://lichess.org/iOcIYCgw/black#74,
1grjV,4r1kr/ppp5/2np1B1p/8/4q3/6Q1/P4PPP/3R2K1 b - - 2 21,g8h7 g3g7,956,114,88,66,mate mateIn1 middlegame oneMove,https://lichess.org/8XvQh2In/black#42,
1grlI,7r/2p2pk1/5q2/P2P3p/3b2pP/1P1Q4/6N1/5R1K b - - 2 40,f6e5 f1f5 e5f5 d3f5,1759,74,87,1138,crushing endgame short,https://lichess.org/YSjMXtB4/black#80,
1grtG,r4r1k/ppp1qpp1/3p1n1p/6B1/4P3/5PR1/PPPQ3P/2KR4 b - - 1 18,h6g5 d2g5 g7g6 g3h3,1756,74,93,2540,crushing middlegame short,https://lichess.org/DbaDkwHD/black#36,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
1grtO,r2q1rk1/p5b1/4b2p/2p1p1p1/2Pn4/P3NNP1/3QBPP1/3R1RK1 w - - 0 22,d2d3 e5e4 d3e4 d4e2,2029,74,88,343,crushing deflection kingsideAttack middlegame short,https://lichess.org/F2gZoNS3#43,
1grw4,8/1K6/8/2p5/5k2/2P5/8/8 b - - 0 47,f4e5 b7c6 c5c4 c6c5 e5e6 c5c4,1080,80,93,98,crushing endgame long pawnEndgame,https://lichess.org/h9OlGG3C/black#94,
1grxG,4r1k1/1p1q1p1p/6p1/pR1pr3/P7/2PP3P/2Q2PP1/1R4K1 w - - 4 25,b5b7 e5e1 b1e1 e8e1 g1h2 d7b7,1584,75,97,5036,crushing endgame long,https://lichess.org/KWKM2oFm#49,
1grxU,8/2p5/1p1p1kp1/1P1Pr1p1/2PK2P1/4p2P/4R3/8 w - - 0 40,e2e3 e5e3 d4e3 f6e5 e3d3 e5f4,1174,77,91,1514,crushing endgame long rookEndgame zugzwang,https://lichess.org/PX24G40K#79,
1gryZ,rn1qk2r/4bppn/b1p1p2p/pp1pP3/3P1PP1/1PN4P/PBP1Q1B1/R3K1NR w KQkq - 2 12,e2f2 e7h4 g1f3 h4f2,1443,74,92,2137,attackingF2F7 crushing middlegame pin short,https://lichess.org/w1ggIjJ1#23,Grob_Opening Grob_Opening_Other_variations
1grzB,r4r1k/ppp2pq1/3p1Np1/3Pp2R/4P3/P2P2Pn/1PP1Q1K1/R7 b - - 4 24,g6h5 e2h5 g7h6 h5h6,851,98,95,437,fork mate mateIn2 middlegame short,https://lichess.org/CfIPk6Lf/black#48,
1gs0F,r4r1k/ppp2pp1/3p4/4p1R1/PPBPPnR1/1QP2K2/3N1P1q/8 w - - 0 26,g4f4 h2f4 f3e2 f4g5,1567,76,82,377,crushing fork middlegame short,https://lichess.org/4TSMgqzZ#51,
1gs1F,8/R2P4/3r2p1/6kp/2K1p3/8/5P1P/8 b - - 3 43,g5f6 a7a6 d6a6 d7d8q,1324,77,82,175,advancedPawn advantage deflection endgame pin promotion rookEndgame short,https://lichess.org/i3NV6QGj/black#86,
1gs2g,r3nrk1/pQ2n1b1/2p1P1p1/3q2p1/3P4/5N1P/PP3PP1/R1B2RK1 b - - 0 20,g7f6 b7a8,1174,84,78,64,crushing hangingPiece middlegame oneMove,https://lichess.org/uI6q63cw/black#40,
1gs2n,r4r2/1pkb2p1/p1nb3p/2pQ1p2/3p1P1q/P2P2NN/1PPB2PP/R3R1K1 b - - 0 18,c6e7 d2a5 b7b6 a5b6 c7b6 d5d6,1801,76,87,764,attraction crushing deflection long master middlegame,https://lichess.org/dpLWryMv/black#36,French_Defense French_Defense_Two_Knights_Variation
1gs8Y,r2qk2r/p1pnbp1p/4P1p1/2p1P2Q/3p4/2NBB3/PPP3PP/R4RK1 b kq - 0 16,g6h5 e6f7 e8f8 e3h6,1338,82,100,162,advancedPawn attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/y1IacvCo/black#32,Four_Knights_Game Four_Knights_Game_Spanish_Variation
1gsAz,1k3r2/6R1/p2p4/q7/1p6/P2PBB2/1P2KP1r/6R1 b - - 1 33,f8f3 g7g8 b8b7 g1g7 f3f7 g7f7,1555,123,-33,26,advantage endgame exposedKing long,https://lichess.org/L17PmzMW/black#66,
1gsDZ,8/pb4k1/1p3p2/6p1/1P4P1/P1R2NKP/4r3/8 w - - 0 44,f3d4 e2g2,830,84,100,52,endgame master mate mateIn1 oneMove,https://lichess.org/hqhwe8OB#87,
1gsEn,4r1k1/1p6/p1n5/3qrP2/3B2P1/3Q3R/P7/5RK1 w - - 1 41,f1d1 c6d4 d3d2 e8e7 d2d4 e5e1,2098,138,31,12,crushing long middlegame quietMove,https://lichess.org/uNmAfvl1#81,
1gsK3,rn3rk1/ppp2pb1/6pp/4N3/2P1n3/2N1B3/PP2KPPP/3R3R w - - 0 13,e5g6 e4c3 b2c3 f7g6,1551,75,97,6772,crushing intermezzo middlegame short,https://lichess.org/cDFFHGH6#25,Kings_Indian_Defense Kings_Indian_Defense_Zinnowitz_Variation
1gsKl,2r2rk1/1b2qppp/4p3/p3P3/3pNP2/3P1R1Q/2B3PP/R6K b - - 0 24,c8c2 e4f6 e7f6 e5f6,1998,76,90,1548,crushing kingsideAttack middlegame short,https://lichess.org/BH8f7Ls6/black#48,
1gsLJ,r1q2r2/1pp2pbk/n2p2p1/p2PpPBn/2P1P1bP/P1N5/1P1QB3/2KR2NR b - - 0 18,a6c5 e2g4 c5b3 c1c2 b3d2 f5g6 f7g6 g4c8,1962,75,95,11970,advantage discoveredAttack hangingPiece middlegame sacrifice veryLong,https://lichess.org/4tT53upC/black#36,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
1gsOE,8/1p5k/2p5/5pp1/4b3/K1Q4R/P7/1q6 b - - 1 46,h7g8 c3d4 b1c1 a3a4 b7b5 a4a5,2572,138,66,20,crushing defensiveMove endgame long,https://lichess.org/FcHC4fzK/black#92,
1gsPG,r2qr1k1/p1p2ppp/3n4/1Bpp1b2/8/2P1Q3/PP3PPP/RN2R1K1 w - - 2 15,e3e8 d6e8 e1e8 d8e8 b5e8 a8e8,1327,78,84,444,crushing long middlegame,https://lichess.org/xTLZBZTm#29,Ponziani_Opening Ponziani_Opening_Neumann_Gambit
1gsSo,8/3Q2pp/5p1k/4P2n/pPq1P2P/K7/2r2P2/B5R1 w - - 1 34,d7d5 c2a2,1486,76,100,215,endgame mate mateIn1 oneMove,https://lichess.org/aoet8yEt#67,
1gsZz,2kr4/ppp1R1bp/3p2p1/1q3r2/3P2Q1/4B2P/PP4P1/R5K1 b - - 5 21,b5d3 a1d1 h7h5 d1d3,2150,74,93,5211,advantage middlegame short,https://lichess.org/lPgKBFvo/black#42,
1gsaF,2kr4/1p1qbp2/2p4r/1p1pP3/Q2P1Pp1/2R3Pp/P2B3P/2R3K1 w - - 0 29,c3c6 c8b8 a4b5 h6c6,2523,78,94,126,advantage defensiveMove intermezzo middlegame short,https://lichess.org/KAhAmC9S#57,
1gscU,r5k1/1R3pp1/4p2p/2Qp4/2b4P/4P3/P1r2PP1/6K1 b - - 1 28,a8a2 c5c8 g8h7 b7f7 c2f2 f7f2,2222,119,37,13,crushing deflection endgame long,https://lichess.org/AAyFgCIn/black#56,
1gshN,1r4k1/Q3rp2/4b2p/3PN1p1/1qP2n2/3B1K2/P4P1P/3RR3 w - - 6 36,d1b1 e7a7 b1b4 b8b4,2074,78,91,1526,advantage middlegame short,https://lichess.org/7czCATGW#71,
1gslf,2r2r2/pp2k3/1q3nB1/6Q1/2p3P1/1PP4P/P7/4R2K b - - 9 39,e7d7 g6f5 d7c7 g5f4 b6d6 e1e7 c7c6 e7e6 d6e6 f5e6,2289,120,85,22,crushing exposedKing middlegame pin veryLong,https://lichess.org/yMMFfYxV/black#78,
1gsn9,r5k1/pp3pb1/2p4p/3qBPp1/2NPn3/1P1Q4/P5PP/5RK1 b - - 2 28,g7f6 c4e3 f6e5 e3d5,1806,74,91,3398,crushing master middlegame short,https://lichess.org/8NL1mszu/black#56,
1gsqn,r2q3r/pbkn1Q1p/1p2p3/4P3/1pPP4/8/PP4PP/R3KBNR w KQ - 1 16,f7e6 d8h4 g2g3 h4d4 g1e2 d4e5,2790,98,79,154,advantage long middlegame,https://lichess.org/aOuXirXJ#31,English_Opening English_Opening_Other_variations
1gsuJ,r1bqR2k/1p1p1Qp1/p6p/8/P2N1P2/2PB2P1/2P2KP1/8 b - - 1 25,d8e8 f7e8,496,91,86,212,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/scukI3YD/black#50,
1gsvM,2kr3r/pp3ppp/2p5/4P3/3N4/P1n2P2/R4PBP/5RK1 w - - 1 20,a2d2 d8d4 d2d4 c3e2 g1h1 e2d4,1344,74,97,26559,advantage attraction fork long middlegame sacrifice,https://lichess.org/8X5OHTZK#39,
1gt2p,2r3k1/pp4p1/8/5R1Q/4r3/1P5P/P4qPK/8 b - - 1 31,f2e3 h5f7 g8h8 f5h5,1143,96,90,26,crushing endgame master short,https://lichess.org/FJr2f78V/black#62,
1gt5U,1rb1k1nr/p2pqpp1/2p1p2p/4P3/1b2N3/2P5/P4PPP/R1BQKB1R w KQk - 0 11,c3b4 e7b4 d1d2 b4e4,973,74,98,3412,advantage fork master opening short,https://lichess.org/yTpvE6MI#21,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
1gt7U,r4r1k/pp1q2p1/2nP2np/8/8/P1Q2N1P/1B3P2/R3R1K1 b - - 0 23,a8c8 e1e7 d7e7 d6e7,1518,74,88,1092,advancedPawn crushing middlegame short,https://lichess.org/T4zbJvuA/black#46,
1gt7a,2kr3r/1pp2ppp/p2p1b2/4P3/2R2P1q/8/PPP1Q1PP/R1B3K1 b - - 0 16,d6e5 f4e5 h4c4 e2c4 d8d1 g1f2,1375,92,80,30,crushing long middlegame trappedPiece,https://lichess.org/6EiYrAJ8/black#32,Scotch_Game Scotch_Game_Scotch_Gambit
1gt8D,6k1/Q4pp1/5q1p/2p1p3/5P2/8/PrP3PP/3R2K1 b - - 0 23,b2c2 a7a8 g8h7 a8e4 f6g6 f4f5 c2g2 e4g2,1853,74,96,15334,advantage endgame fork veryLong,https://lichess.org/0wERX5Qh/black#46,
1gt8P,r2q1rk1/p2p2pp/1p1Q4/2pRp1n1/2P5/2P1PPP1/P3N2P/5RK1 w - - 0 20,d6e5 g5f3 f1f3 f8f3,922,89,89,665,advantage fork middlegame short,https://lichess.org/0YPyCe6x#39,
1gtAE,4k2r/1p2qppp/2r1p3/p2nP2P/P5P1/1P2pN2/2P4Q/2KR1B1R w k - 2 22,f1b5 e7a3 c1b1 d5c3,1338,102,85,23,mate mateIn2 middlegame queensideAttack short,https://lichess.org/ieJjkOOG#43,
1gtFo,7r/1p2Qpk1/3p2p1/2pPp3/2P1P3/3nP3/2K5/8 b - - 8 42,h8h2 c2d3,765,89,50,74,crushing endgame hangingPiece oneMove,https://lichess.org/NgLzUwto/black#84,
1gtG1,7k/p5pp/1p6/8/3Q2R1/4p2P/PP5q/4Kr2 w - - 1 38,e1f1 h2f2,1075,76,96,1116,endgame master mate mateIn1 oneMove,https://lichess.org/5S41Eiar#75,
1gtHy,rn3rk1/pp3ppp/3p4/q1p2b2/2PPn3/P2BP3/1B1N1PPP/1R1QK2R b K - 7 13,e4f2 e1f2 f5d3 d2b3 a5d8 d1d3,1671,75,96,4354,advantage discoveredAttack long middlegame,https://lichess.org/Mva2sboa/black#26,English_Opening English_Opening_Kings_English_Variation
1gtKl,r4rk1/5qp1/p6p/1p1p4/3Bp1Q1/P6P/1P4P1/3R3K b - - 1 25,f7f5 g4g7,972,98,89,30,endgame mate mateIn1 oneMove,https://lichess.org/zUo94Pf2/black#50,
1gtL9,1k2r3/pp4p1/2bp4/5P1p/2R1n3/P3BK1P/1P4P1/3R4 w - - 0 28,f3e2 c6b5 e2f3 b5c4,1677,75,89,1075,advantage endgame pin short,https://lichess.org/9Ybq5GtA#55,
1gtLC,8/R7/4p3/P2k4/2rP4/1K6/8/8 b - - 12 71,c4d4 a7d7 d5e4 d7d4,891,82,74,58,crushing endgame rookEndgame short,https://lichess.org/tlJioHwK/black#142,
1gtOj,8/1R6/p4k2/8/2P2bpp/1P6/P5K1/8 w - - 0 45,c4c5 h4h3 g2f1 g4g3 c5c6 g3g2,1761,75,90,263,advancedPawn crushing endgame long,https://lichess.org/9Zsjled6#89,
1gtRn,2kr3r/pppb1p2/2n1p2p/3qP1p1/3P4/Q1P3B1/P4PPP/R3KBNR w KQ - 2 16,a1b1 d5e4 g1e2 e4b1,1102,86,84,43,advantage fork middlegame short,https://lichess.org/BuHzL6yo#31,French_Defense French_Defense_Winawer_Variation
1gtWt,r3r1k1/1p3pp1/pp1p1n1p/5P1q/P4P2/2PB2Q1/1P3P1P/R3R2K b - - 3 24,d6d5 e1g1 h5g4 g3g4 f6g4 g1g4,1824,75,96,6751,crushing long middlegame quietMove,https://lichess.org/uewdcbrc/black#48,
1gtXP,5r2/4q1k1/p3Nnpp/1b1p4/1p5Q/8/Pr3PPP/3RR1K1 b - - 0 26,g7h7 e6g5 h7g8 e1e7,1380,78,84,352,crushing discoveredAttack middlegame pin short,https://lichess.org/cR8gn8JB/black#52,
1gtXe,6k1/pp3rpp/1qpQ4/3b4/8/1P4BP/P5PK/4R3 b - - 4 29,b6d4 e1e8 f7f8 e8f8,1172,78,90,1201,endgame mate mateIn2 short,https://lichess.org/lVQqxAwP/black#58,
1gtYz,8/1p6/p2k3p/P5p1/3KPpP1/1P5P/8/8 w - - 3 39,b3b4 d6e6 e4e5 f4f3 d4e3 e6e5,2255,82,85,48,crushing endgame long pawnEndgame zugzwang,https://lichess.org/aVqZwFs1#77,
1gtcg,8/8/8/R5p1/8/1k5r/5K2/8 b - - 2 51,b3c3 a5a3 c3d4 a3h3,1183,76,98,1806,crushing endgame master rookEndgame short skewer,https://lichess.org/052Lo38Y/black#102,
1gteb,2kr3r/ppp2p1p/4q1pb/3np3/8/2NPP3/PP1BQP1P/1K2R2R b - - 1 21,d8d7 c3d5 d7d5 e3e4,1096,78,89,1035,advantage middlegame short,https://lichess.org/9tFGHLr2/black#42,
1gth0,7K/1p6/8/2k5/8/6P1/8/8 w - - 1 52,h8g7 b7b5 g3g4 b5b4 g4g5 b4b3 g5g6 b3b2 g7f6 b2b1q,950,79,83,108,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/sGFTcGNW#103,
1gtrA,7k/1R5R/3K1Np1/5p2/8/7r/4p3/8 b - - 0 53,h3h7 b7h7,1164,77,90,324,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/GC8fS6dy/black#106,
1gtrO,8/1pp5/8/p7/PP1P2k1/6p1/1P6/6K1 b - - 0 43,g4f4 b4a5 f4e3 b2b4 e3d4 b4b5,2107,77,91,673,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/tFw3TG3r/black#86,
1gttq,r4rk1/p3pp1p/p1N2bp1/3P4/1BRP1Q2/3bP3/Pq3PPP/5RK1 w - - 2 22,c6e7 f6e7 b4e7 d3f1,2010,79,83,51,advantage middlegame short,https://lichess.org/W0aH1gnK#43,
1gtwV,r1bq1rk1/pp1nbppp/5n2/3p2B1/4p3/PBNP3P/1PP1NPP1/R2QK2R w KQ - 2 11,c3d5 f6d5 g5e7 d5e7,1436,74,90,414,crushing opening short,https://lichess.org/HQ4dvYwW#21,Bishops_Opening Bishops_Opening_Other_variations
1gu0M,6k1/1p3p2/4p2Q/1Pq3p1/8/6P1/1RP4P/1KN2r2 w - - 10 54,h6h3 c5g1 h3g4 f1c1,1899,75,91,1623,advantage endgame short,https://lichess.org/MGpAmSJX#107,
